,food_name,review,url,location,reviewer_score,average_score
4111,Chè Tường Phong,"Chè người Hoa cực hợp vị mình, ở ngay bên nhà nên đã ăn ở đây hơn chục năm rồi. Giá cả chục năm qua thì cũng không xấp xỉ mấy, mà ngược lại menu tầm 5 năm đổ lại đây phong phú hơn. Mấy cô chú phục vụ ...",https://www.foody.vn/ho-chi-minh/tuong-phong/binh-luan-6924026,Quận 5,3.4,
4112,Ghiền Chè Bưởi - Shop Online,"Bưởi sợi giòn ngon không quá ngọt. Chè béo thơm mùi của nước cốt dừa và đậu ngự. Bao bì sạch sẽ tinh tươm, ly chè nhiều tầng đẹp mắt!",https://www.foody.vn/ho-chi-minh/ghien-che-buoi-shop-online/binh-luan-5994480,Quận 5,4.6,
4113,Bún Đậu Mẹ Tôi,"Món ăn không thể nào ăn được ,bún thì quá lạnh mà cũ có mùi ,thịt bắp thì đông lạnh đem ra bán lạnh tanh sao mà ăn được ,mua về đem bỏ luôn ,không thể chấp nhận được kiểu bán không có lương tâm",https://www.foody.vn/ho-chi-minh/bun-dau-me-toi/binh-luan-3973235,Quận 5,8.2,6.8
4114,Angel In Us Coffee - Parkson Hùng Vương,"- vị trí đẹp - không gian rộng rãi, decor chuẩn - bánh và nước trái cây không quá tệ Bởi: chất lượng cà phê dở, nhiều khả năng đó máy móc kém chứ không phải do nhân viên Tóm lại, vào ngồi chơi thì được",https://www.foody.vn/ho-chi-minh/angel-in-us-coffee-parkson-hung-vuong/binh-luan-10689873,Quận 5,3.4,6.6
4115,Hải Hoàng - Món Hoa - Trần Hưng Đạo,"Món Hoa ở đây khá đầy đủ, món gì cũng có. Nhưng điều mình thích là thái độ phục vụ của các cô rất tốt, niềm nở và tô trọng khách hàng. Món ngon nhất chắc là xá xíu, tôm sốt mayone và há cảo sò điệp. Giá ...",https://www.foody.vn/ho-chi-minh/hai-hoang-quan-an-gia-dinh/binh-luan-3975371,Quận 5,1.0,9.0
4116,Cô Lan - Bún Cà Ri Gà,"Bún màu sắt đậm đà,nước đùng ngon,thịt,huyết nhiều                             ",https://www.foody.vn/ho-chi-minh/co-lan-bun-ca-ri-ga/binh-luan-12281174,Quận 5,7.6,7.1
4117,Bún Bò Cay Bạc Liêu,tô 62k nè quý vị. bao nhiêu đó thịt thôi.                                     ,https://www.foody.vn/ho-chi-minh/bun-bo-cay-bac-lieu/binh-luan-2671196,Quận 5,5.6,7.6
4118,Bánh Khọt - Chợ Cao Đạt,"Thèm bánh khọt cốt dừa nên mới đặt Now, mở ra thất vọng tràn trề, kiếm quài k thích bịch nước dừa đâu.hicccc",https://www.foody.vn/ho-chi-minh/banh-khot-cho-cao-dat/binh-luan-3109696,Quận 5,8.4,7.6
4119,Sài Gòn Cổ Trấn - Trà Sữa Cổ Trấn - Nguyễn Trãi,"Gần nhà mới mở nên ra ăn thử, chỗ này là Lotteria cũ, diện tích quán nhỏ, có 3 lầu, trang trí phong cách kiếm hiệp đẹp, bên trong quán có cho thuê đồ cổ trang chụp hình tha hồ selfie, chiều mát lên sân ...",https://www.foody.vn/ho-chi-minh/sai-gon-co-tran-tra-sua-co-tran-nguyen-trai.mg7i0c/binh-luan-14319512,Quận 5,9.0,
4120,Hủ Tiếu Dê 225,"➕➖hủ tiếu mực ở đây là bá cháy. Giá lại rẻ tầm 3xk/tô. Trình bày cũng bắt mắt. Hồi đó thèm quá nên cuối tuần hay ăn, ăn đến lúc ngán thì thôi 😋 ❓lâu lâu sẽ ăn lại ⭐⭐⭐xem thêm review ăn uống tại Facebook ...",https://www.foody.vn/ho-chi-minh/hu-tieu-de-225/binh-luan-3971012,Quận 5,3.6,
4121,Nước Vỉa Hè 347,"Lâu lâu đi trên đường Nguyễn_Chí_Thanh là lúc thấy cảnh dòng người xếp hàng mua nước của hai Dì. Các món nước với giá siu rẻ chỉ từ 15k mà ly siu to và chất lượng. Mọi lần Ú hay uống mang đi, lần này ...",https://www.foody.vn/ho-chi-minh/nuoc-via-he-347/binh-luan-4181694,Quận 5,7.6,7.6
4122,Mì Cay Naga - Nguyễn Văn Cừ,Đặt mua về mong đợi mà giao cho tức ghê thịt bò thì hai lát nhìn thấy ghê nước thì cạn queo ai ăn,https://www.foody.vn/ho-chi-minh/mi-cay-naga-nguyen-van-cu/binh-luan-3251036,Quận 5,8.4,8.4
4123,Mama BBQ - Buffet Nướng & Lẩu,"Có dịp tổ chức sinh nhật ở đây một lần. Mama BBQ nằm ở mặt tiền đường nên rất dễ tìm. Hàng đêm hay có dàn nhạc aucotis lên hát góp vui. Ở đây cũng có nhiều món nướng, nhưng menu không đa dạng bằng ...",https://www.foody.vn/ho-chi-minh/mama-bbq-buffet-nuong-lau/binh-luan-3438220,Quận 5,6.6,7.0
4124,ABC Bakery - Nguyễn Trãi,Co ban ko vay anh chi                                                         ,https://www.foody.vn/ho-chi-minh/abc-bakery-nguyen-trai/binh-luan-13648296,Quận 5,2.8,
4125,Chú Năm Mập - Cháo Bò Viên,"Nước chấm đúng ngon, bò viên thơm, ngon ko bị bột bột 👍🏻 5k/ viên rất đáng ❤️, uống hết trà đá free refill thì phải. Mình với bạn ăn 2 tô bò viên 25k , 1 trứng 5k, trà đá 2 ly 4k, bánh 2k > 61k đáng ...",https://www.foody.vn/ho-chi-minh/chu-nam-map-chao-bo-vien/binh-luan-2561321,Quận 5,10.0,9.8
4126,Nhà Hàng Chay Tuệ Mẫn,"Không gian quán ấm cúng, món ăn ngon đa dạng, giá cả hợp túi tiền. Nhân viên phục vụ thân thiện, bà chủ dễ thương nữa, là nơi những bạn thích ăn chay nên đến 👍👍👍",https://www.foody.vn/ho-chi-minh/nha-hang-chay-tue-man/binh-luan-9499450,Quận 5,3.4,7.7
4127,Hủ Tíu Mỹ Tho & Cháo Lòng - Phù Đổng Thiên Vương,"MỚI VỪA ĂN HỒI TRƯA VỚI MỘT NGƯỜI BẠN Ở QUÁN NÀY. GIÁ QUÁ CAO, NƯỚC LÈO CÒN DỞ HƠN ĂN HỦ TIẾU GÕ.",https://www.foody.vn/ho-chi-minh/hu-tiu-my-tho-chao-long-phu-dong-thien-vuong/binh-luan-5147998,Quận 5,7.4,7.4
4128,Quán 77 - Gà Tiềm Thuốc Bắc,Mình úp bảng giá mới nhất .. vị rất ngon và dễ ăn                             ,https://www.foody.vn/ho-chi-minh/quan-77-ga-tiem-thuoc-bac/binh-luan-2986442,Quận 5,8.6,7.4
4129,Cá Viên Chiên 333 - Nguyễn Biểu,"Mình order về nhà, thấy giao hàng cũng nhanh, đồ ăn còn nóng hổi, tương chấm và rau ăn kèm rất đầy đủ. Có tương đen, tương ớt, bịch sa tế, rau răm, dưa leo, cà rốt và đu đủ muối chua. Đóng gói cẩn thận. ...",https://www.foody.vn/ho-chi-minh/ca-vien-chien-333-nguyen-bieu/binh-luan-11834732,Quận 5,9.0,7.2
4130,Ăn Vặt Tom Tom - Cá Viên Chiên & Bánh Flan - Hùng Vương,Vì tránh dịch nên mình mới ở nhà order đồ vặt. Mình order phần thập cẩm chiên nhỏ. Với giá hơn 40k mình nghĩ là phải nhiều loại hơn chỗ này. Mình thường đi ăn bên ngoài và hầu như chỗ nào cũng nhiều loại ...,https://www.foody.vn/ho-chi-minh/an-vat-tom-tom-ca-vien-chien-banh-flan-hung-vuong/binh-luan-4380923,Quận 5,6.0,6.0
4131,Nước Mía An Bình,"Chỗ này là một xe đẩy nhỏ, kế bên Family Mart luôn, có bàn với vài cái ghế để ngồi, bán từ 10 giờ sáng đến 9 giờ tối, lâu lâu sẽ nghỉ chớ không phải ngày nào cũng bán Nước mía ép sạch, uống ngọt, không ...",https://www.foody.vn/ho-chi-minh/nuoc-mia-an-binh/binh-luan-2024884,Quận 5,3.4,
4132,Bánh Sandwich Nướng Kẹp Cadé Singapore - 新加波咖椰吐司 - Phan Phú Tiên,"Bánh ngon, y hệt hồi trước ăn qua ở Sing luôn , giá okay nè                   ",https://www.foody.vn/ho-chi-minh/banh-sandwich-nuong-kep-cade-singapore-%E6%96%B0%E5%8A%A0%E6%B3%A2%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-phan-phu-tien.p76tmp/binh-luan-15388090,Quận 5,10.0,10.0
4133,Lão Hương Thân - Cơm Gà Xối Mỡ,"Mình ăn quán này từ nhỏ rồi, xong hết gần 2 năm ko ăn h quay lại ăn đặt ăn khá thất vọng, không như xưa 60.000, mình đặt 2 hộp cơm đùi gà , cơm tí xíu gà thì nhìn bự thịt cũng ít , thêm 4 phần cơm thêm ...",https://www.foody.vn/ho-chi-minh/lao-huong-than-com-ga-xoi-mo/binh-luan-4720242,Quận 5,10.0,6.6
4134,Bắp Nướng Gò Công,"Cô bán bắp ko biết có phải do trời nóng nên khó ở trong người ko mà mình với mẹ mình chỉ hỏi là “Một ly này là một trái hả chị?” (Ly có bắp sẵn) mà cô cộc cộc trả lời “Nè, chị ko tin thì để lấy trái mới ...",https://www.foody.vn/ho-chi-minh/bap-nuong-go-cong/binh-luan-11993584,Quận 5,8.0,8.5
4135,Bánh Bao Thọ Phát - Nguyễn Tri Phương,Công nhận Thọ Phát siêng thiệt lun. Cứ dịp lễ nào là lại cho ra mắt mẫu bánh bao mới cưng xĩu. Mà lần này có tới 4 nhân khác nhau lận nha. 🧡 Cam: bí đỏ (cái này mình thích nhất) 💚 Xanh: lá dứa đậu xanh 💛 ...,https://www.foody.vn/ho-chi-minh/banh-bao-tho-phat/binh-luan-14978615,Quận 5,9.4,8.7
4136,Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng,"Mình mới đặt cơm sườn bì chả ở quán xong, nhưng chẳng thấy chả đâu ... trải nghiệm lần đầu tệ thực sự",https://www.foody.vn/ho-chi-minh/com-tam-sa-bi-chuong-tran-binh-trong/binh-luan-15383289,Quận 5,8.4,
4137,Bún Bò Gốc Huế - Nguyễn Biểu,"Vừa mới đặt bún xong, đặt qua app beamin giao lúc 11g40. Quán bán hết hay sao mà thêm nước vào ăn như nước lã không ra vị bún bò dù lần trước mình đặt nước bún rất ngon và tính ...",https://www.foody.vn/ho-chi-minh/bun-bo-goc-hue-nguyen-bieu/binh-luan-8244221,Quận 5,7.6,7.8
4138,Nhân Ốc,Nay thèm ốc. lâu rồi ko ăn ra lại quán nhân ốc ăn đúng lúc nay quán mới lấy cua về nên ăn thử cua bơ cay ngon ghê. Ốc thì tươi kêu món nào ăn ngon món đó . Đang thèm ăn đã thiệt chứ,https://www.foody.vn/ho-chi-minh/nhan-oc/binh-luan-2679623,Quận 5,10.0,6.7
4139,Hutong - Hotpot Paradise - Nguyễn Tri Phương,"Thời gian lên món lâu, không hề thông báo trước. Lên 1/3 số món lúc đầu, tận 40p sau mới lên tiếp các món còn lại trong khi nhà hàng rất vắng. Không phát tạp dề cho khách dù hôm đó mình mặc áo thun trắng. Line ...",https://www.foody.vn/ho-chi-minh/hutong-hotpot-paradise-nguyen-tri-phuong/binh-luan-13995729,Quận 5,1.0,
4140,Starbucks Coffee - Lakai Building,"Chỗ để xe rộng rãi, giữ xe free, quy trình check in khai báo y tế nhanh, nước ngon vẫn thích nhất matcha latte, bánh ham cheese, có***riêng trong quán, nhân viên dễ thương làm sai nước làm lại nhanh chóng.",https://www.foody.vn/ho-chi-minh/starbucks-coffee-lakai-building/binh-luan-14083523,Quận 5,4.8,6.7
4141,Bánh Bao 8 Trứng Sài Gòn,"Cái chất bánh với cái nhân thịt đúng kiểu mình thích. Giờ bánh bao cái chất bột nó khác xưa lắm nhưng chỗ này, trừ vụ 8 trứng ra thì hương vị đúng kiểu tuổi thơ. Các bạn trẻ ăn thì chê cái mùi chứ đây ...",https://www.foody.vn/ho-chi-minh/banh-bao-8-trung-sai-gon/binh-luan-3877173,Quận 5,10.0,8.6
4142,BangKy - Mì Cá Viên Cari,Cá viên đầy bột. Sốt cà ri quá hăng (nhưng có thể do khẩu vị không hợp). Giá quá bất hợp lý. 65k mì thác lác cá viên nhưng có đúng 3 miếng cá thát lát bé tẹo và 4 viên cá. Cho đúng 2 cọng cải thìa nên ...,https://www.foody.vn/ho-chi-minh/bangky-mi-ca-vien-cari/binh-luan-13927490,Quận 5,10.0,8.3
4143,Bún Riêu Cua Ốc - Nguyễn Kim,"Lại một lần nữa tới chỗ này, khu ăn vặt của học sinh cấp 3 Hùng Vương, sinh viên ĐH Y Dược và sinh viên KTX ĐH Sài Gòn,... Chỗ này là xe đẩy bán chung với nhiều xe bán món khác, có bàn ghế ngồi. Tụi mình ...",https://www.foody.vn/ho-chi-minh/bun-rieu-cua-oc-nguyen-kim/binh-luan-1970238,Quận 5,1.8,6.1
4144,Bún Riêu Cua,"Hình như quán mới mở nên ít người biết đến. Vị trí thuận tiện dễ tìm, không gian bên trong quán rộng rãi sạch sẽ, có thùng rác dưới mỗi bàn nên cũng rất vệ sinh, ngồi bàn cao thoải mái. Bún riêu cua nhìn ...",https://www.foody.vn/ho-chi-minh/bun-rieu-cua-hung-vuong/binh-luan-1328351,Quận 5,7.2,7.6
4145,Như Ý - Bún Bò Huế - Mạc Thiên Tích,"(+) Hương vị: ngon. BÚN BÒ ĐẦY ĐỦ nước lèo thanh ngọt không cay dễ ăn, bún vừa đủ ăn, thịt bò kể cả gân đều mềm,chả cây dai, thơm tiêu. (+) Dịch vụ: người trong nhà bán nên thân thiện, phục vụ cũng nhanh. (+) ...",https://www.foody.vn/ho-chi-minh/nhu-y-bun-bo-hue/binh-luan-2697189,Quận 5,8.2,8.3
4146,Cơm Vị Hương,"Quán này chờ bao lâu, phải nói chờ cực kỳ cực kỳ lâu luôn. Thiết nghĩ đổi tên thành quán Cơm Chờ. Vừa chờ vừa nghe chủ quán chửi nhau với người trong nhà. Quạo khủng khiếp Mình gọi hủ tiếu xào thập cẩm, ...",https://www.foody.vn/ho-chi-minh/com-vi-huong/binh-luan-15371989,Quận 5,6.0,7.1
4147,Hột Gà Nướng Thái Lan Chính Gốc - Đồ Nướng Ăn Vặt - Phan Phú Tiên,"Giao siêu nhanh , order vèo cái là có luôn:))) , vẫn ngon như ngày nào , hồ lô chấm mút hết sảy......",https://www.foody.vn/ho-chi-minh/hot-ga-nuong-thai-lan-chinh-goc-do-nuong-an-vat-phan-phu-tien.lvxj2q/binh-luan-15370959,Quận 5,7.0,7.5
4148,Cơm Sườn Anh,"Giá cao hơn mặt bằng chung, thấy có nướng sườn nhưng đem ra miếng sườn cũ, còn hơi sống, dưới kì vọng",https://www.foody.vn/ho-chi-minh/com-tam-anh-tran-binh-trong/binh-luan-15369993,Quận 5,2.6,6.1
4149,Nam Phát - Gà Ác Tiềm Thuốc Bắc,"Ăn từ năm 10 tuổi hơn 20 năm rồi vẫn ngon. Nguyên liệu luôn chất lượng, món ăn đa dạng, bánh bao ngon.",https://www.foody.vn/ho-chi-minh/nam-phat-ga-ac-tiem-thuoc-bac/binh-luan-2731603,Quận 5,1.0,6.7
4150,L'angfarm Buffet - Trần Hưng Đạo,"Đọc thấy một số bình luận khó tính một cách đáng sợ!. Mình ghé chỗ này từ ngày nó khai trương đã vài năm, mỗi năm đi vài ba lần (như hôm nay là 1 ngày mình ghé lại sau 1 khoảng thời gian dài Covid-19). ...",https://www.foody.vn/ho-chi-minh/l-angfarm-buffet-dac-san-da-lat/binh-luan-10212712,Quận 5,1.0,8.9
4151,Gà Rán Popeyes - An Dương Vương,Thích nhất gà nước mắn và salad trộn ở đây. ❤️                                 ,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-an-duong-vuong/binh-luan-11913683,Quận 5,7.0,7.5
4152,Quán Ăn Cô Nga - Shop Online,"Thịt kho mềm nục, vừa ăn. Canh nêm ngon nhưng hơi mặn xíu. Cơm khô. Nếu đổi loại gạo dẻo tí thì hay hơn",https://www.foody.vn/ho-chi-minh/quan-an-co-nga-shop-online/binh-luan-3607756,Quận 5,7.6,7.2
4153,Trà Sữa X-Cute - Nguyễn Văn Cừ,"Dở thậm tệ , hồng trà gì mà đỗ cafe dô uống tàn nghe mùi cafe                 ",https://www.foody.vn/ho-chi-minh/tra-sua-x-cute-nguyen-van-cu/binh-luan-13912196,Quận 5,5.2,
4154,Xíu Mại & Súp Cua,"Đầu tiên mình xin lỗi vì dĩa há cảo mình chụp có chút xấu vì đã đảo nĩa qua rồi mới nhớ đến chụp hình :( Há cảo ở đây ngon lắm nha, viên nào viên nấy tròn to, mình rất thích vỏ há cảo chỗ này. À rau răm ...",https://www.foody.vn/ho-chi-minh/xiu-mai-sup-cua/binh-luan-4082115,Quận 5,2.4,
4155,Quán 435 - Bún Riêu Cua Ốc,Canh bún ở đây rất ngon giá bình dân nữa                                       ,https://www.foody.vn/ho-chi-minh/quan-435-bun-rieu-cua-oc/binh-luan-2361588,Quận 5,1.0,6.4
4156,Bao Kẹp,"Bánh bao rất ngon, vị nào cũng ok, nhưng mình vẫn thích thịt nướng hơn. ( nói là thịt nướng chứ thật sự là thịt chiên nha) Vỏ bánh bao mềm mịn, thơm thơm.",https://www.foody.vn/ho-chi-minh/bao-kep/binh-luan-13372061,Quận 5,8.2,7.2
4157,Bánh Canh Cua 320 - 109 Nguyễn Biểu,"Mình ngày hôm qua có mua dùng thử bánh canh cua 320, quán nằm khá gần nhà mình, chỉ đi bộ ra là tới nên mình mua về nhà ăn luôn cho tiện. Tô bánh canh cua ở đây cực to, bánh và thịt nhiều đến mức đầy ...",https://www.foody.vn/ho-chi-minh/banh-canh-cua-320-109-nguyen-bieu/binh-luan-2140343,Quận 5,6.8,6.8
4158,Buddha Chay - Nguyễn Chí Thanh,Mình cập nhật thêm menu và không gian quán để tiện tham khảo                   ,https://www.foody.vn/ho-chi-minh/buddha-chay-2/binh-luan-14879557,Quận 5,6.4,6.4
4159,Trà Sữa Ruby - Phan Văn Trị,"Quán trong sân nhà nhưng sân cũng bé thôi chứ không rộng lắm, có ghế xúp để ngồi, xe máy để trong sân cũng được tầm 2-3 chiếc. Chạy thẳng vô hẻm tí xíu, nhìn bên trái là thấy quán nè. Menu nhiều món để ...",https://www.foody.vn/ho-chi-minh/tra-sua-ruby-phan-van-tri/binh-luan-7596563,Quận 5,7.0,7.7
4160,Trùm Mì Ý,Ăn lần 2 😂 nay thấy quán bên Baemin khuyến mãi lên đặt ăn vẫn ngonnnnnnnnnnnn Bên Bamim quán có nâng cấp lên hộp giấy siu xinh kkkkk,https://www.foody.vn/ho-chi-minh/trum-mi-y/binh-luan-8802096,Quận 5,8.4,8.4
4161,Cơm Gà Hải Nam - Ngô Quyền,"- Giá quá cao ( chất lượng lại kém Giá cao 1 phần gà tam bảo 120k ( dỡ ẹc Gà xối mỡ 80k ( ko ngon ko giống gà xối mỡ - Thái độ phục vụ bất cần và không tôn trọng khách , lại còn chê bai những quán ăn ...",https://www.foody.vn/ho-chi-minh/com-ga-hai-nam-ngo-quyen/binh-luan-15339290,Quận 5,8.6,8.6
4162,Diệu Tâm 2 - Ẩm Thực Chay,"Hủ tíu chay qá dở, ăn đc 2 đũa bỏ luôn… dù tiếc tiền nhưng ăn k dô, hủ tíu cứng ngắc .. chua lè … húp miếng nước lèo cảm goác miệng dính dầu k… thực sự qá tệ …",https://www.foody.vn/ho-chi-minh/dieu-tam-2-am-thuc-chay/binh-luan-13413298,Quận 5,7.0,6.5
4163,Phong Ký Quán,"Các món đặc sắc của người hoa như vi cá, bong bóng cá, hải sâm, bào ngư,... ở đây đều làm chất lượng cao, ăn rất đáng tiền.",https://www.foody.vn/ho-chi-minh/phong-ky-quan/binh-luan-9495465,Quận 5,8.4,8.4
4164,Xôi Bò - Bạch Vân,"Xôi rất ngon, hộp của mình là 15k bò trải full nha, trong hình là do mình lỡ xắn hết 1 miếng! Cô chú bán rất thân thiện lịch sự ❤️ 10/10",https://www.foody.vn/ho-chi-minh/xoi-bo-bach-van/binh-luan-8280525,Quận 5,8.8,7.3
4165,48 Bistro - Beefsteak & Món Âu - An Dương Vương,"KHUYẾN KHÍCH MỌI NGƯỜI KHÔNG NÊN ĐẾN ĐÂY HAY GIỚI THIỆU BẠN BÈ, NGƯỜI THÂN (mang tiếng xấu ráng chịu :))) Mình đi 2 người, mới bước vào quán thì được quản lí chỉ chỗ cho ngồi nhưng mà cách nói chuyện ...",https://www.foody.vn/ho-chi-minh/48-bistro-beefsteak-mon-au-an-duong-vuong/binh-luan-15320622,Quận 5,10.0,10.0
4166,Hải Sản Bê Vàng,Được mời ăn sinh nhật ở đây. Quán to bự nằm ngay đầu đường rất là dễ tìm. Quán sang theo phong cách gia đình. Món ăn các vị đều rất ngon. Có món mì với tôm nhìn rất hoành tráng phải 4 người ăn mới hết ...,https://www.foody.vn/ho-chi-minh/hai-san-be-vang/binh-luan-12321452,Quận 5,10.0,10.0
4167,Bạch Hổ - Bánh Bao & Há Cảo,"➕➖ mình ăn ở đây từ nhỏ đến lớn. Có bán bánh mì, bánh bao, xôi mặn và há cảo. Theo mình thì há cảo không ngon bằng những tiệm khác, do không có tôm mà chỉ có thịt. Bánh bao ăn cũng được như các tiệm khác. ...",https://www.foody.vn/ho-chi-minh/bach-ho-banh-bao-ha-cao/binh-luan-2637914,Quận 5,9.0,8.4
4168,"602 Đại Thế Giới - Lẩu Cua Nấu Chao, Cua Xào Chao",Hôm bữa ghé đây ăn điểm trừ là nhân viên oder hơi lâu phải ngồi đợi gần 25 30 p phai huy bot 1 so mon nhưng bù lại đồ ăn ngon vừa miệng,https://www.foody.vn/ho-chi-minh/602-dai-the-gioi-lau-cua-nau-chao-cua-xao-chao/binh-luan-2531705,Quận 5,7.6,7.6
4169,Bánh Ống Lá Dứa,"Món này lần đầu tiên thấy trong đời, tròn đúng 19 năm 😁Ngoài bắc thì mình chưa thấy ở chỗ nào Hà Nội có cả, các tỉnh mình từng đến như Hải Phòng, Bắc Ninh, Quảng Ninh, Lạng Sơn cũng không. Tối tối nên ...",https://www.foody.vn/ho-chi-minh/banh-ong-la-dua/binh-luan-1189987,Quận 5,8.0,7.3
4170,Sake Lắc & Súp Gà,"Nói chung em ăn chỗ này hơn chục lần cả mua mang đi và order trên app luôn thì bữa nay bực quá phải review liền Gà chiên đen xì luôn, ăn vào rõ vị đắng không hiểu sao cô vẫn bán cho khách được. Đợt này ...",https://www.foody.vn/ho-chi-minh/sake-lac-sup-ga/binh-luan-4936555,Quận 5,9.0,8.6
4171,Trà Sữa Bobapop - Nguyễn Trãi 157C,"1 ly trà sữa chân trâu ở Biên Hoà thì ngon, 50% đường nhưng đậm đà, ngọt vừa phải còn 1 ly mua ở chi nhánh này thì 50% đường nhạt, toàn vị trà giống như trà lài vậy, chân trâu lúc nào cũng cứng không ...",https://www.foody.vn/ho-chi-minh/tra-sua-bobapop-157c-nguyen-trai/binh-luan-12009382,Quận 5,9.0,7.0
4172,Cơm Cô Choang - Chuẩn Vị Nhà Làm - Shop Online,Mình đặt phần cơm bò xào úc 40k trên baemin . Thất vọng .Không đặt lần 2     ,https://www.foody.vn/ho-chi-minh/com-co-choang-chuan-vi-nha-lam-shop-online/binh-luan-7788073,Quận 5,4.6,7.3
4173,Phở Hậu - Cao Đạt,"- Giá cả: 40-45k/tô phở bình thường (có thể gọi phở tái hay phở gân hay thập cẩm tùy mình) (mình không nhớ giá rõ cho lắm). - Không gian: trong quán nhưng mình thấy không sạch sẽ cho lắm, nghe mùi hôi ...",https://www.foody.vn/ho-chi-minh/pho-hau-cao-dat/binh-luan-5922825,Quận 5,8.0,7.8
4174,"Gà Luộc Giòn Da - Bún, Miến, Hủ Tiếu",- Sáng đi ngang đường này nên ghé ăn thử mì gà - Quán đông thật người ra vô tấp nập - ở đây giữ xe có người dùm - Vào kêu liền tô mì gà - quán ở đây cô chú trung niên không - phục vụ nhanh nhẹn thân ...,https://www.foody.vn/ho-chi-minh/ga-luoc-gion-da-bun-mien-hu-tieu/binh-luan-2858092,Quận 5,7.8,6.4
4175,Hòa Ký Mì Gia,"Mình ăn 1 mỳ cua tôm cá và mua 1 phần hoành thánh không mang về (đếm được 8 miếng) hết 156k! Quá đà cho 1 bữa sáng. Đúng như bạn khác nói, nhân viên có vẻ nhanh nhẹn nhưng không nhiệt tình.",https://www.foody.vn/ho-chi-minh/hoa-ky-mi-gia/binh-luan-2312039,Quận 5,8.4,8.6
4176,Quán Ốc 109,"1 phút trước Quán bán chả cần khách hay sao, phục vụ kêu gãy lưỡi mới nhìn tới khách. Phục vụ tệ, quản lý thì thôi khỏi nói, đúng là quản lý thế nào thì cho ra phục vụ như thế. Đến lần đầu thì ...",https://www.foody.vn/ho-chi-minh/quan-oc-109/binh-luan-7178242,Quận 5,5.4,7.6
4177,Sủi Cảo Đại Nương,"Chuyện là trưa mình có đặt cơm chiên trứng thịt sợi và canh chua cay ở quán này, bình thường mình hay order mì xào trứng thịt sợi và canh chua cay rất ngon. Hôm nay mình đổi món qua cơm chiên, lúc nhận ...",https://www.foody.vn/ho-chi-minh/sui-cao-dai-nuong/binh-luan-15277379,Quận 5,1.0,6.9
4178,Hoành Thánh Lá - Phan Văn Trị,"Quán ăn nhỏ bán trước nhà ,giá rất mềm so với vị trí trung tâm q5 đông đúc ăn tô phở gần trăm ngàn mà đây bán 1 đĩa có 15k thôi ngon rẻ,món nước thì 17k. Đây đặc biệt suất sắc món bánh bột lọt và xôi ...",https://www.foody.vn/ho-chi-minh/hoanh-thanh-la-phan-van-tri/binh-luan-3323742,Quận 5,5.0,7.1
4179,Cơm Gà Viễn Đông,Cơm ở đây ăn ok á. Giá cũng ổn. Mình khá thích canh rong biển. 1 chén 5k thôi. Ở đây chủ yếu ăn cơm gà hoặc sườn chiên. Cách chế biến món ở đây tựa tựa lão hưng thân. Tương chấm lạ lạ,https://www.foody.vn/ho-chi-minh/com-ga-vien-dong/binh-luan-2469385,Quận 5,1.0,7.1
4180,Vina Chuối - Bạch Vân,"Thèm chuối chiên quá mà ít store gần nhà nên nhờ ck đi làm về ghé mua, set 5-6 cái 45k. Chuối ngon, size bình thường chớ ko phải loại dài, bột và vị bắp vs mật ong ăn vừa, mix vs chuối hợp. Giá khá cao ...",https://www.foody.vn/ho-chi-minh/vina-chuoi-bach-van/binh-luan-7518501,Quận 5,1.0,
4181,Bánh Canh Cua Bà Ba,"Nhờ nhỏ e dẫn đi mới biết trong hẻm hóc có cái quán thú vị này á. Quán bình dân thôi nên ngồi ngoài trời. Vì ngon nên mình ghé lại cũng 2 lần rồi. Lần nào đi cũng đi 3 người, kêu 1 nồi bánh canh là đủ ...",https://www.foody.vn/ho-chi-minh/banh-canh-cua-ba-ba/binh-luan-12351197,Quận 5,9.4,9.2
4182,B&B Beef Steak,"Mình đi buổi trưa, đồ ăn làm rất vừa miệng, k gian nhỏ nhưng đẹp, nhân viên rất là lịch sự, giá rất là mềm, nhất định sẽ quay lại. Quán hơi vắng chắc chưa nhiều người biết tới 🤔",https://www.foody.vn/ho-chi-minh/b-b-beef-steak/binh-luan-15271663,Quận 5,4.0,
4183,Cơm Tấm Ti Na,ăn quán này lâu rồi mà mãi chưa thấy có người review nên hôm nay đành viết 1 bài về quán cơm tấm yêu thích của mình Quán này bán khá lâu rồi trước đây lúc mình mới học lớp 9 gì đó thì bán gần nhà mình ...,https://www.foody.vn/ho-chi-minh/com-tam-ti-na/binh-luan-973509,Quận 5,7.4,9.1
4184,Phúc Long 188 Trần Hưng Đạo,"Chi nhánh này rộng rãi, đặc biệt vẫn còn món tủ của mình là ô long dâu trong khi hỏi mấy chi nhánh đều hết. Mà số k phải 188 này đâu, chỗ ngồi dc là số 3 trăm mấy bên trên nữa. Có cái bên này pha hơi ...",https://www.foody.vn/ho-chi-minh/phuc-long-188-tran-hung-dao/binh-luan-15257091,Quận 5,6.6,8.1
